code|preferred_name|synonymous_name|short_name|version_number|revision_number|preferred_letter_symbol|synonymous_letter_symbol|data_element_type_class|definition_class|applicable_classes|property_data_element_type|formula|definition|source_document_of_definition|note|remark|unit_of_measure|code_of_unit|alternative_unit_of_measure|code_of_alternative_unit|code_of_list_of_units|data_type|value_list_code|value_list|value_format|status_level|version_released_on|revision_released_on|obsolete_date|version_initiated_on|definition_classes|symbol|enumeration_code|class_type|superclass|higher-level_classes|properties|inherited_properties|Domain|enumerated_list_of_terms|enumeration_code_list|applicable_properties|enumerated_list_of _terms|enumerated_list of_terms|property_data _element_type
http://www.iop.rwth-aachen.de/IM/1/1/hotRunner|hot runner||@HOTR|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/temperatureControlDevice||||The spure and runner(s) are insulated from the chilled cavities and remain hot, so that the runner never cools in normal cycle operation. Runners are not ejected with the molded part(s). Thus, the next shot is form the gate rather than the machine nozzle.|Injection Molding Handbook, 3 ed., 2000, ISBN: 9781461545972||||||||||||Proposal||||||HOTR|http://www.iop.rwth-aachen.de/IM/1/1/EnumChType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate|hourly rate|||1|1|||P51|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||Costs incurred by an asset in one hour.|<eigene>|||€|||||REAL_CURRENCY|||NR2 2.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/humidity|humidity|||1|1|f_humidity}||R81|['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']|['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']|NON_DEPENDENT_P_DET||The current humidity of the asset.|<eigene>|||%|UAA000|||UAD154|REAL_MEASURE|||NR2..3.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/idle|idle||@IDLE|1|1||||||||Free for utilization.|<eigene>||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/person', 'http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset']|IDLE|['http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus', 'http://www.iop.rwth-aachen.de/PPC/1/1/EnumTecAssetStatus']||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/injectionFlowRateMax|maximum injection flow rate|||1|1|q_injflow,max}||K30|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Maximum possible flow rate of the injected melt.|<eigene>|||cm³/s|UAA469|||UAD106|REAL|||NR2..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|injection molding machine||@IMM|1|1||||||||An injection molding machine is a technical asset that manufacture plastic parts. After funnel the solid plastic granulate to the machines feeder, a screw plasifies the material which then is injected to the mold.|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/IM/1/1/machineId', 'http://www.iop.rwth-aachen.de/IM/1/1/clampingForce', 'http://www.iop.rwth-aachen.de/IM/1/1/clampingForceClass', 'http://www.iop.rwth-aachen.de/IM/1/1/injectionPressureMax', 'http://www.iop.rwth-aachen.de/IM/1/1/injectionSpeedMax', 'http://www.iop.rwth-aachen.de/IM/1/1/injectionFlowRateMax', 'http://www.iop.rwth-aachen.de/IM/1/1/injectionPowerMax', 'http://www.iop.rwth-aachen.de/IM/1/1/plasticatingCapacityMax', 'http://www.iop.rwth-aachen.de/IM/1/1/tempPlasticatingUnitMax', 'http://www.iop.rwth-aachen.de/IM/1/1/feedHopperTemperure', 'http://www.iop.rwth-aachen.de/IM/1/1/shotVolumeMax', 'http://www.iop.rwth-aachen.de/IM/1/1/shotVolumeMin', 'http://www.iop.rwth-aachen.de/IM/1/1/strokeVolumeMax', 'http://www.iop.rwth-aachen.de/IM/1/1/feedVolume', 'http://www.iop.rwth-aachen.de/IM/1/1/holdingPressure', 'http://www.iop.rwth-aachen.de/IM/1/1/ejectorStroke', 'http://www.iop.rwth-aachen.de/IM/1/1/adapterPlateHeightMax', 'http://www.iop.rwth-aachen.de/IM/1/1/adapterPlateWidthMax', 'http://www.iop.rwth-aachen.de/IM/1/1/moldSpaceMax', 'http://www.iop.rwth-aachen.de/IM/1/1/moldSpaceMin', 'http://www.iop.rwth-aachen.de/IM/1/1/openingStroke', 'http://www.iop.rwth-aachen.de/IM/1/1/ejectorForce', 'http://www.iop.rwth-aachen.de/IM/1/1/screwType', 'http://www.iop.rwth-aachen.de/IM/1/1/machineCycleCounter', 'http://www.iop.rwth-aachen.de/IM/1/1/dryCycleTime']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']|||||||
http://www.iop.rwth-aachen.de/IM/1/1/injectionPowerMax|maximum injection power|||1|1|P_inj,max}||K15|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Power is available for injecting the melt from the injection cylinder into the mold.|DIN 24450|||kW|UAA583|||UAD003|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/injectionPressureMax|maximum injection pressure|maximum filling pressure||1|1|p_injpressure,max}||K15|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Maximum melt pressure during filling time calculated by dividing the max theoretical injection force by the screw/piston section area.|EUROMAP 5|||bar|UAA323|||UAD142|REAL|||NR1..5|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/injectionSpeedMax|maximum injection speed|||1|1|v_injspeed,max}||T10|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Maximum speed at which the raw material can be injected.|<eigene>|||mm/s|UAA867|||UAD236|REAL|||NR2..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/inMaintenance|in maintenance||@MAIN|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||||The technical asset is in maintenance for a planned or unplanned service|<eigene>||||||||||||Proposal||||||MAIN|http://www.iop.rwth-aachen.de/PPC/1/1/EnumTecAssetStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/innerSilo|inner silo||@ISIL|1|1||||"http://www.iop.rwth-aachen.de/PPC/1/1/storage
http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition"|||||||||||||||||Proposal||||||ISIL|http://www.iop.rwth-aachen.de/PPC/1/1/EnumStorageType||||||PPC||||||
http://www.iop.rwth-aachen.de/PPC/1/1/inProgress|in progress||@PROG|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']||||At least one process to fulfil the task has started.|<eigene>||||||||||||Proposal||||||PROG|['http://www.iop.rwth-aachen.de/PPC/1/1/EnumSDStatus', 'http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus', 'http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus']||||||PPC||||||
http://www.iop.rwth-aachen.de/PPC/1/1/inquiry|inquiry||@INQ|1|1||||||||The first contact of a (maybe new) customer to ask if a product can be manufactured to the right date, with the right costs, to the right time, to the right time, and to the desired destination.|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument||http://www.iop.rwth-aachen.de/PPC/1/1/inquiryId|['http://www.iop.rwth-aachen.de/PPC/1/1/partId', 'http://www.iop.rwth-aachen.de/PPC/1/1/quantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/baseQuantityUnit', 'http://www.iop.rwth-aachen.de/PPC/1/1/customerId', 'http://www.iop.rwth-aachen.de/PPC/1/1/desiredDueDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/destination', 'http://www.iop.rwth-aachen.de/PPC/1/1/technicalAttributes', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesPriceMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/priority', 'http://www.iop.rwth-aachen.de/PPC/1/1/sdStatus']|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/inquiryId|inquiry identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|http://www.iop.rwth-aachen.de/PPC/1/1/inquiry|NON_DEPENDENT_P_DET||Unique identification of the inquiry.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/insertSupply|insert supply||@INSU|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice||||Process step to insert a third-party material into the mold to manufacture hybrid-material parts|<eigene>||||||||||||Proposal||||||INSU|http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/internalDestination|internal destination|||1|1|||A12||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']|NON_DEPENDENT_P_DET||The destination inside the enterprise/plant where the finished production order should be deliverd to.|<eigene>|||none|||||STRING|||X..40|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|inventory data||@INV|1|1||||||||Data for those stocks or items used to support production (raw materials and work-in-process items), supporting activities (maintenance, repair, and operating supplies), and customer service (finished goods and spare parts).|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/grossStock', 'http://www.iop.rwth-aachen.de/PPC/1/1/reservedStock', 'http://www.iop.rwth-aachen.de/PPC/1/1/purchasedStock', 'http://www.iop.rwth-aachen.de/PPC/1/1/blockedStock', 'http://www.iop.rwth-aachen.de/PPC/1/1/safetyStock', 'http://www.iop.rwth-aachen.de/PPC/1/1/availableStock', 'http://www.iop.rwth-aachen.de/PPC/1/1/stagingType', 'http://www.iop.rwth-aachen.de/PPC/1/1/replenishmentTime']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/isCoProduct|is co-product of|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/part|NON_DEPENDENT_P_DET||"A product that is usually manufactured together or sequentially because of product or process similarities. The product has a value and is produced as a residual of or incidental to the production process. The ratio of co-product to primary product is usually predictable.
By-products may be recycled, sold as-is, or used for other
purposes."|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||BOOLEAN|||B 1|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/isRecyclate|is recyclate|||1|1|||A57|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||True, if the material is a recyclate.|<eigene>|||none|||||BOOLEAN|||B 1|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/stagingType|is stackable|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|NON_DEPENDENT_P_DET||True, if the material or transport containers are stackable or allowed to stack.|<eigene>|||none|||||BOOLEAN|||X..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/leadTime|lead time|||1|1|t_lead}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The time required for preparing the process step of a plant part.|VDI 5600 Part 3|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/liquid|liquid||@LQID|1|1||||"http://www.iop.rwth-aachen.de/PPC/1/1/conveyor
http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer
http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate"|||||||||||||||||Proposal||||||LQID|http://www.iop.rwth-aachen.de/IM/1/1/EnumResForm||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/location|location|||1|1|||A12|http://www.iop.rwth-aachen.de/PPC/1/1/person|http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||The current location/place of action where a person proceeds an operation or fulfills a task.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/locationName|location|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||Name of the actual physical location of the physical asset.|IEC 62264-2|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/low|low||@LOW|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|||||||||||||||||Proposal||||||LOW|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPriority||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/machineCycleCounter|machine cycle counter|||1|1|||A59|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||The MachineCycleCounter Variable represents the number of finished cycles in the machine lifetime.|EUROMAP 83|||1|||||INT_MEASURE|||NR1..9|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/machineId|injection molding machine identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Unique identification of the injection molding machine.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/machineSkill|machine skill|||1|1|||A91|http://www.iop.rwth-aachen.de/PPC/1/1/personalQualification|http://www.iop.rwth-aachen.de/PPC/1/1/personalQualification|NON_DEPENDENT_P_DET||The qualification regarding which machines or type of machines a person can handle.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer|manufacturer|producer||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||An identification of the manufacturer.|IEC 62264-2|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/materialAvailabilityNotChecked|material availability not checked||@MANC|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The availability of the material was not checked|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||MANC|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/materialConfirmed|material confirmed||@MACF|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The material that is needed for production is available when production starts. |Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||MACF|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||PPC||||||
http://www.iop.rwth-aachen.de/PPC/1/1/materialNotAvailable|material not available||@MANA|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The material that is needed for production is not available|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||MANA|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/materialType|material type|||1|1|||A57|http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition|http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition|NON_DEPENDENT_P_DET||The type of material specifies the physical or chemical super class the material can be assigned to.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumMatType|0|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/mold|mold||@MOLD|1|1||||||||Consist mostly of metal, a mold is the negative form of the part to be molded. |<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/IM/1/1/moldId', 'http://www.iop.rwth-aachen.de/IM/1/1/moldDepth', 'http://www.iop.rwth-aachen.de/IM/1/1/moldHeight', 'http://www.iop.rwth-aachen.de/IM/1/1/moldWidth', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsertDepth', 'hhttp://www.iop.rwth-aachen.de/IM/1/1/moldInsertHeight', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsertWidth', 'http://www.iop.rwth-aachen.de/IM/1/1/adapterType', 'http://www.iop.rwth-aachen.de/IM/1/1/numberOfCavities', 'http://www.iop.rwth-aachen.de/IM/1/1/numberOfSensorHoles', 'http://www.iop.rwth-aachen.de/IM/1/1/numberOfClosedLoops', 'http://www.iop.rwth-aachen.de/IM/1/1/coolant', 'http://www.iop.rwth-aachen.de/IM/1/1/ejectorForce', 'http://www.iop.rwth-aachen.de/IM/1/1/storageLocation', 'http://www.iop.rwth-aachen.de/IM/1/1/status']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']|||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldDepth|mold depth|die depth||1|1|d_mold}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/mold|NON_DEPENDENT_P_DET||The dimension of the mold that is orthogonal to the adapter plate. Corresponds with the mold space of the injection molding machine.|<eigene>|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldHeight|mold height|die height||1|1|h_mold}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/mold|NON_DEPENDENT_P_DET||The dimension of the mold that corresponds with the height of the adapter plate of the injection molding machine.|<eigene>|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldId|mold identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/mold|NON_DEPENDENT_P_DET||Unique identification of the mold.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/moldInsert|mold insert||@MINS|1|1||||||||"In special cases, the mold is a so called ""basic mold"" with no cavity but space for different mold inserts. Hence, a mold insert is a flexible cavity."|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/IM/1/1/moldInsertId', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsertDepth', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsertHeight', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsertWidth', 'http://www.iop.rwth-aachen.de/IM/1/1/numberOfCavities', 'http://www.iop.rwth-aachen.de/IM/1/1/numberOfSensorHoles', 'http://www.iop.rwth-aachen.de/IM/1/1/adapterType', 'http://www.iop.rwth-aachen.de/IM/1/1/coolant', 'http://www.iop.rwth-aachen.de/IM/1/1/storageLocation']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']|||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldInsertDepth|mold insert depth|die insert depth||1|1|d_moldinsert}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|['http://www.iop.rwth-aachen.de/IM/1/1/mold', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsert']|NON_DEPENDENT_P_DET||The dimension of the mold's insert depth aligns with the mold's depth.|<eigene>|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldInsertHeight|mold insert height|die insert height||1|1|h_moldinsert}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|['http://www.iop.rwth-aachen.de/IM/1/1/mold', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsert']|NON_DEPENDENT_P_DET||The dimension of the mold's insert height aligns with the mold's height.|<eigene>|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldInsertId|mold insert identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/moldInsert|NON_DEPENDENT_P_DET||Unique identification of the mold insert.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldSpaceMax|maximum mold space|||1|1|d_moldspace,max}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Design-related maximum distance of the mold fixing platens in the closed position, i.e., when opening stroke equals zero.|DIN 24450|For direct hydraulic closing, only the minimum mold installation height can be specified.||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldSpaceMin|minimum mold space|||1|1|d_moldspace,min}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Design-related minimum distance of the mold fixing platens in the closed position.|DIN 24450|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/moldWidth|mold width|die width||1|1|w_mold}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/mold|NON_DEPENDENT_P_DET||The dimension of the mold that corresponds with the width of the adapter plate of the injection molding machine.|<eigene>|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/monday|monday||@MON|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||||||||||||Proposal||||||MON|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/mouldChange|mould change||@MCHG|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/mold||||During installation or changing of the mould.|EUROMAP 83||||||||||||Proposal||||||MCHG|http://www.iop.rwth-aachen.de/IM/1/1/EnumMoldStatus||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/mouldInstalled|mould installed||@MINS|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/mold||||The mould is installed and ready for production.|EUROMAP 83||||||||||||Proposal||||||MINS|http://www.iop.rwth-aachen.de/IM/1/1/EnumMoldStatus||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/mouldNotInstalled|mould not installed||@MNIN|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/mold||||The mould is not installed on the machine.|EUROMAP 83||||||||||||Proposal||||||MNIN|http://www.iop.rwth-aachen.de/IM/1/1/EnumMoldStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/MTTF|mean time to failure||@MTTF|1|1|t_MTTF}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||The mean time to failure is calculated as the mean of all time to failure measures (TTF) for a work unit for all failure instances (FE).|ISO 22400-2|||h|UAA525|||UAD197|INTEGER|||NR1..5|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/MTTR|mean time to repair||@MTTR|1|1|t_MTTR}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||Mean time to repair (MTTR) is the average time an item required to restore a failed component in a work unit. The mean time to repair is calculated as the mean of all time to repair measures (TTR) for a work unit for all failure events (FE).|ISO 22400-2|||h|UAA525|||UAD197|INTEGER|||NR1..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/multiStage|multi-stage||@MSTG|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/conveyor||||A multi-stage conveyor connects different/multiple sources with different/multiple sinks.|<eigene>||||||||||||Proposal||||||MSTG|http://www.iop.rwth-aachen.de/IM/1/1/EnumConvType||||||||||||
